"order_id","order_date","ship_date","ship_mode","customer_id","segment","postal_code","product_id","sales","quantity","discount","profit"
CA-2017-164756,"2017-09-18","2017-09-22",Standard Class,SS-20140,Corporate,31907,TEC-PH-10002447,412,2,0,119
CA-2015-134257,"2015-03-16","2015-03-19",Second Class,MS-17710,Consumer,36830,OFF-LA-10003930,492,5,0,241
CA-2014-164182,"2014-07-14","2014-07-18",Standard Class,ST-20530,Consumer,19140,TEC-PH-10002070,13,1,0,-2
CA-2015-161767,"2015-11-20","2015-11-24",Standard Class,GK-14620,Corporate,75217,TEC-MA-10002790,480,2,0,56
CA-2016-157161,"2016-07-16","2016-07-20",Second Class,JD-15895,Corporate,29203,OFF-AR-10003338,22,3,0,6
CA-2016-157161,"2016-07-16","2016-07-20",Second Class,JD-15895,Corporate,29203,OFF-BI-10002764,6,2,0,3
CA-2015-109386,"2015-11-08","2015-11-13",Second Class,RH-19600,Consumer,23666,FUR-FU-10000308,187,3,0,41
CA-2014-124737,"2014-08-23","2014-08-27",Standard Class,AP-10915,Consumer,80219,FUR-FU-10003274,4,3,0,1
US-2016-157840,"2016-12-20","2016-12-23",Second Class,MC-17575,Consumer,68025,OFF-PA-10003673,34,5,0,16
CA-2017-103443,"2017-12-17","2017-12-23",Standard Class,AT-10735,Consumer,10009,OFF-ST-10002276,167,2,0,42
CA-2016-165330,"2016-12-11","2016-12-11",Same Day,WB-21850,Consumer,92804,OFF-BI-10004593,210,5,0,68
CA-2015-132633,"2015-02-03","2015-02-05",Second Class,KH-16630,Corporate,84062,OFF-BI-10002432,12,3,0,4
CA-2014-106726,"2014-12-06","2014-12-08",First Class,RS-19765,Corporate,90008,OFF-ST-10001496,1261,7,0,328
CA-2016-112256,"2016-07-23","2016-07-28",Standard Class,CK-12205,Consumer,78501,OFF-BI-10004364,5,4,1,-8
CA-2016-106950,"2016-09-02","2016-09-06",Standard Class,JE-15715,Consumer,28205,FUR-TA-10001768,473,3,0,-150
CA-2015-119480,"2015-01-09","2015-01-13",Standard Class,CC-12685,Consumer,42420,OFF-PA-10004996,52,5,0,24
CA-2015-124933,"2015-12-26","2015-12-30",Second Class,DF-13135,Consumer,10009,OFF-PA-10003302,213,6,0,100
CA-2017-166926,"2017-12-01","2017-12-08",Standard Class,SO-20335,Consumer,98105,FUR-BO-10002598,142,2,0,41
CA-2016-123176,"2016-09-27","2016-09-29",Second Class,JG-15160,Consumer,30318,OFF-AR-10004685,14,3,0,5
US-2017-141558,"2017-03-11","2017-03-16",Standard Class,MH-17290,Home Office,19140,OFF-BI-10002794,12,1,1,-9
CA-2017-100412,"2017-12-22","2017-12-26",Standard Class,SR-20425,Home Office,35401,FUR-CH-10002647,142,2,0,35
CA-2014-137911,"2014-10-09","2014-10-15",Standard Class,BP-11095,Corporate,28540,OFF-PA-10004071,89,2,0,31
CA-2014-138709,"2014-07-04","2014-07-09",Standard Class,MS-17770,Consumer,23223,OFF-PA-10004734,22,3,0,11
US-2017-168613,"2017-10-08","2017-10-14",Standard Class,GM-14440,Consumer,10009,FUR-CH-10002372,146,2,0,3
CA-2017-133102,"2017-08-17","2017-08-24",Standard Class,ED-13885,Home Office,77095,OFF-AR-10003183,8,3,0,1
CA-2016-164399,"2016-11-12","2016-11-15",First Class,DW-13480,Home Office,92024,FUR-TA-10003392,674,3,0,-8
US-2015-156797,"2015-08-11","2015-08-15",Standard Class,PO-19180,Home Office,10035,TEC-PH-10004614,138,2,0,35
CA-2016-120369,"2016-10-28","2016-10-28",Same Day,VB-21745,Corporate,14609,FUR-FU-10003806,757,5,0,76
CA-2016-143476,"2016-09-11","2016-09-13",First Class,LC-16930,Corporate,85023,OFF-AR-10003759,3,2,0,1
CA-2015-103072,"2015-09-27","2015-09-30",Second Class,HW-14935,Corporate,48205,OFF-AR-10000127,16,5,0,5
CA-2015-150770,"2015-05-03","2015-05-06",First Class,LC-16870,Consumer,94109,OFF-BI-10001575,50,2,0,17
CA-2016-109953,"2016-07-14","2016-07-18",Standard Class,RB-19360,Consumer,94122,TEC-PH-10004093,110,3,0,12
CA-2016-109953,"2016-07-14","2016-07-18",Standard Class,RB-19360,Consumer,94122,FUR-FU-10000073,31,4,0,10
CA-2014-157546,"2014-07-20","2014-07-22",First Class,RD-19720,Consumer,94122,OFF-PA-10004569,23,3,0,11
US-2014-127978,"2014-03-03","2014-03-08",Standard Class,JS-15595,Corporate,43229,OFF-ST-10002486,45,8,0,-10
CA-2016-116764,"2016-08-27","2016-09-02",Standard Class,EM-13825,Corporate,33021,OFF-LA-10002473,9,4,0,3
CA-2016-144092,"2016-11-05","2016-11-07",Second Class,LH-17155,Consumer,95123,OFF-EN-10001434,158,3,0,77
CA-2017-158120,"2017-11-17","2017-11-21",Standard Class,KH-16330,Corporate,97123,OFF-BI-10002813,4,7,1,-3
US-2014-131275,"2014-03-18","2014-03-24",Standard Class,SC-20050,Home Office,91505,TEC-MA-10001148,1280,4,0,416
CA-2015-113152,"2015-12-25","2015-12-30",Standard Class,JK-15625,Consumer,10024,TEC-AC-10002049,844,2,0,371
CA-2014-116190,"2014-07-26","2014-08-01",Standard Class,SG-20470,Consumer,30318,FUR-CH-10000553,68,2,0,18
CA-2014-168473,"2014-12-26","2015-01-01",Standard Class,TB-21520,Consumer,10009,OFF-ST-10000563,192,6,0,19
CA-2017-154102,"2017-02-06","2017-02-13",Standard Class,SN-20560,Home Office,94109,OFF-PA-10001593,30,5,0,13
CA-2015-139780,"2015-12-31","2016-01-02",Second Class,AH-10690,Corporate,48205,OFF-BI-10004139,116,8,0,52
US-2014-115189,"2014-12-30","2015-01-03",Second Class,AR-10345,Corporate,19143,TEC-PH-10002170,252,6,0,-50
CA-2014-132787,"2014-09-19","2014-09-23",Standard Class,MC-18130,Corporate,98115,OFF-ST-10001321,93,6,0,25
US-2016-114013,"2016-03-13","2016-03-15",Second Class,SC-20770,Corporate,19134,OFF-PA-10004996,41,5,0,14
US-2014-164763,"2014-03-17","2014-03-21",Standard Class,MH-17440,Corporate,39212,OFF-AP-10003971,33,3,0,8
CA-2014-161249,"2014-08-09","2014-08-13",Standard Class,RD-19720,Consumer,85023,OFF-FA-10004838,4,3,0,-1
CA-2014-109932,"2014-12-09","2014-12-11",First Class,VP-21760,Corporate,78521,OFF-ST-10000036,237,3,0,21
CA-2015-137974,"2015-04-16","2015-04-18",First Class,LL-16840,Consumer,22980,FUR-BO-10001519,523,9,0,126
CA-2014-167199,"2014-01-06","2014-01-10",Standard Class,ME-17320,Home Office,42420,TEC-PH-10004977,392,2,0,114
CA-2015-108672,"2015-09-10","2015-09-16",Standard Class,FA-14230,Corporate,90032,FUR-FU-10003799,107,6,0,33
US-2017-160836,"2017-09-11","2017-09-16",Standard Class,CC-12475,Consumer,77070,OFF-AP-10001626,2,2,1,-4
CA-2017-121048,"2017-07-14","2017-07-18",Standard Class,TC-21295,Consumer,92683,TEC-AC-10000991,141,3,0,20
CA-2016-107146,"2016-06-17","2016-06-19",First Class,LC-16885,Consumer,80501,FUR-FU-10002298,266,3,0,-13
US-2017-112347,"2017-12-02","2017-12-06",Standard Class,BS-11380,Corporate,80219,FUR-CH-10002335,907,5,0,68
CA-2014-114181,"2014-05-10","2014-05-14",Second Class,AF-10885,Consumer,19134,FUR-BO-10004467,350,7,1,-217
US-2014-137155,"2014-11-01","2014-11-05",Standard Class,DL-12925,Consumer,11561,FUR-FU-10003142,32,6,0,10
US-2016-166660,"2016-01-30","2016-02-01",Second Class,TB-21250,Consumer,98103,FUR-BO-10000468,49,1,0,8
CA-2015-123113,"2015-11-23","2015-11-27",Second Class,AT-10735,Consumer,7960,OFF-AP-10000275,2625,8,0,735
CA-2014-163223,"2014-03-21","2014-03-25",Standard Class,KH-16690,Corporate,22153,OFF-AR-10001573,9,4,0,3
CA-2016-152520,"2016-07-08","2016-07-12",Standard Class,TH-21115,Corporate,2908,OFF-PA-10000289,13,2,0,6
US-2017-158526,"2017-12-29","2018-01-01",Second Class,KH-16360,Consumer,40214,OFF-BI-10002414,13,1,0,6
CA-2017-110821,"2017-08-07","2017-08-08",First Class,CK-12205,Consumer,75081,TEC-AC-10001552,119,3,0,-13
CA-2017-146493,"2017-06-01","2017-06-05",Standard Class,CV-12805,Corporate,68025,OFF-BI-10003676,54,5,0,26
CA-2015-130974,"2015-11-27","2015-11-29",Second Class,MA-17560,Home Office,2149,OFF-PA-10003823,155,5,0,70
CA-2017-133487,"2017-05-06","2017-05-09",Second Class,TS-21655,Consumer,91730,OFF-AP-10001271,153,3,0,41
CA-2014-102330,"2014-12-29","2015-01-03",Standard Class,AI-10855,Consumer,94513,TEC-PH-10001051,320,4,0,36
CA-2016-114601,"2016-08-26","2016-09-02",Standard Class,AA-10480,Consumer,48234,OFF-PA-10000605,12,2,0,6
CA-2017-139353,"2017-10-28","2017-10-30",Second Class,JM-15250,Consumer,28314,FUR-FU-10001876,78,3,0,16
US-2017-101518,"2017-11-03","2017-11-08",Standard Class,PB-19105,Consumer,19140,TEC-AC-10001553,41,3,0,1
CA-2015-108588,"2015-01-05","2015-01-10",Standard Class,BG-11695,Corporate,10009,OFF-AR-10001615,60,3,0,15
CA-2016-106915,"2016-11-26","2016-12-02",Standard Class,GA-14515,Consumer,79907,OFF-AR-10000716,18,4,0,4
CA-2015-133242,"2015-06-18","2015-06-24",Standard Class,KH-16510,Consumer,22204,OFF-ST-10003716,450,2,0,59
CA-2015-133242,"2015-06-18","2015-06-24",Standard Class,KH-16510,Consumer,22204,OFF-BI-10004826,33,2,0,16
CA-2017-100902,"2017-11-17","2017-11-21",Standard Class,CK-12595,Consumer,28205,OFF-PA-10002558,268,7,0,94
CA-2016-158925,"2016-10-24","2016-10-28",Standard Class,JP-15460,Corporate,77041,OFF-PA-10003072,16,3,0,5
US-2017-118941,"2017-08-12","2017-08-12",Same Day,BB-11545,Corporate,21044,OFF-AR-10004078,18,3,0,5
US-2016-117037,"2016-05-17","2016-05-20",First Class,LW-17215,Consumer,60653,OFF-BI-10000279,3,1,1,-5
CA-2015-102260,"2015-09-22","2015-09-26",Standard Class,SJ-20125,Home Office,37064,OFF-LA-10003714,12,4,0,4
US-2016-137295,"2016-01-08","2016-01-13",Standard Class,VS-21820,Consumer,27604,OFF-AR-10001955,48,3,0,6
CA-2016-134334,"2016-02-14","2016-02-15",First Class,DK-13090,Consumer,20735,OFF-AR-10001770,8,3,0,2
CA-2016-134334,"2016-02-14","2016-02-15",First Class,DK-13090,Consumer,20735,FUR-FU-10003274,11,6,0,5
CA-2015-137302,"2015-04-26","2015-05-01",Standard Class,BW-11110,Corporate,92105,FUR-CH-10002017,64,3,0,6
CA-2014-103429,"2014-05-30","2014-06-01",First Class,LW-16825,Corporate,10024,OFF-AP-10001005,236,3,0,78
CA-2017-152261,"2017-03-02","2017-03-06",Standard Class,JA-15970,Consumer,44221,OFF-BI-10002353,19,4,1,-12
CA-2014-100972,"2014-11-19","2014-11-24",Second Class,DB-13360,Home Office,84106,OFF-PA-10000357,166,3,0,80
CA-2016-136994,"2016-05-27","2016-06-02",Standard Class,LS-17245,Consumer,90045,OFF-PA-10000575,13,2,0,6
CA-2016-101672,"2016-10-03","2016-10-07",Standard Class,DB-12910,Home Office,92630,OFF-LA-10002271,6,2,0,3
CA-2017-168403,"2017-09-09","2017-09-15",Standard Class,DK-12835,Corporate,97206,OFF-AP-10003278,11,1,0,1
CA-2017-128363,"2017-08-13","2017-08-18",Standard Class,DC-12850,Consumer,38109,OFF-FA-10003495,24,5,0,9
US-2015-118766,"2015-10-15","2015-10-22",Standard Class,LS-16975,Home Office,75217,OFF-BI-10002813,4,10,1,-7
CA-2016-167605,"2016-04-28","2016-04-30",Second Class,RB-19570,Consumer,60174,FUR-FU-10001602,30,2,1,-32
CA-2017-120404,"2017-11-20","2017-11-24",Second Class,KH-16330,Corporate,10035,TEC-PH-10001363,570,1,0,171
CA-2017-134194,"2017-12-25","2018-01-01",Standard Class,GA-14725,Consumer,75081,OFF-SU-10000946,45,7,0,5
CA-2014-131009,"2014-03-01","2014-03-05",Standard Class,SC-20380,Consumer,79907,OFF-ST-10001469,130,3,0,-23
CA-2017-131807,"2017-10-05","2017-10-10",Standard Class,GG-14650,Corporate,95928,TEC-PH-10000702,8,1,0,3
CA-2014-143210,"2014-12-01","2014-12-03",First Class,AA-10645,Consumer,1852,TEC-PH-10004434,272,2,0,79
CA-2017-120168,"2017-05-25","2017-05-25",Same Day,TB-21625,Consumer,10009,FUR-FU-10000732,19,3,0,6
CA-2017-121489,"2017-08-21","2017-08-25",Second Class,CM-11815,Corporate,98115,FUR-CH-10004698,389,6,0,39
CA-2017-121489,"2017-08-21","2017-08-25",Second Class,CM-11815,Corporate,98115,OFF-ST-10000025,573,6,0,34
CA-2015-121188,"2015-08-28","2015-09-04",Standard Class,CB-12025,Consumer,90049,OFF-ST-10001490,892,5,0,268
CA-2015-121188,"2015-08-28","2015-09-04",Standard Class,CB-12025,Consumer,90049,OFF-BI-10001617,41,5,0,14
CA-2015-156013,"2015-09-20","2015-09-26",Standard Class,TC-20980,Corporate,11561,OFF-BI-10002437,24,2,0,9
CA-2016-132997,"2016-11-07","2016-11-09",First Class,LW-17215,Consumer,14609,TEC-PH-10000586,264,4,0,71
CA-2016-132997,"2016-11-07","2016-11-09",First Class,LW-17215,Consumer,14609,OFF-PA-10004983,13,2,0,6
CA-2017-151750,"2017-01-01","2017-01-05",Standard Class,JM-15250,Consumer,77340,FUR-FU-10002116,141,5,1,-187
US-2016-164945,"2016-11-22","2016-11-27",Standard Class,CA-12055,Home Office,10009,OFF-BI-10001524,134,8,0,47
CA-2016-105753,"2016-10-20","2016-10-26",Standard Class,LC-16960,Home Office,22204,FUR-FU-10000246,61,5,0,18
CA-2015-127502,"2015-12-10","2015-12-14",Standard Class,MT-17815,Consumer,94110,OFF-LA-10001613,6,2,0,3
CA-2017-133046,"2017-07-27","2017-08-01",Second Class,DK-13375,Consumer,98115,OFF-PA-10003883,26,4,0,12
CA-2017-122798,"2017-12-28","2018-01-01",Standard Class,SV-20935,Consumer,87105,OFF-PA-10004239,4,1,0,2
CA-2015-149846,"2015-05-22","2015-05-26",Standard Class,SB-20185,Consumer,90045,OFF-LA-10004484,8,2,0,4
CA-2015-149846,"2015-05-22","2015-05-26",Standard Class,SB-20185,Consumer,90045,TEC-PH-10003645,776,6,0,58
US-2017-167570,"2017-12-08","2017-12-15",Standard Class,EG-13900,Consumer,19140,FUR-CH-10003396,216,4,0,-59
CA-2017-160122,"2017-11-18","2017-11-23",Standard Class,RD-19930,Consumer,60623,FUR-CH-10000422,127,2,0,-25
CA-2017-101014,"2017-08-29","2017-09-04",Standard Class,RW-19540,Corporate,90049,FUR-FU-10003374,148,3,0,41
CA-2016-116722,"2016-11-11","2016-11-16",Standard Class,LP-17080,Consumer,94110,FUR-FU-10001934,42,2,0,11
CA-2015-120915,"2015-09-28","2015-10-03",Second Class,JJ-15445,Consumer,10035,OFF-AP-10002578,294,6,0,76
CA-2015-168207,"2015-11-02","2015-11-06",Standard Class,LT-17110,Consumer,92105,OFF-BI-10001524,117,7,0,41
CA-2016-144148,"2016-07-31","2016-08-05",Standard Class,AH-10690,Corporate,94122,FUR-TA-10002774,863,7,0,-32
CA-2016-146150,"2016-02-14","2016-02-19",Standard Class,FM-14380,Consumer,39212,OFF-AR-10002240,264,7,0,69
CA-2014-114125,"2014-07-09","2014-07-13",Standard Class,GH-14410,Home Office,90049,OFF-ST-10001505,24,4,0,4
CA-2015-141327,"2015-11-30","2015-12-03",First Class,LR-16915,Consumer,27707,FUR-FU-10000576,336,2,0,25
CA-2017-102736,"2017-09-05","2017-09-09",Standard Class,LP-17095,Consumer,37918,TEC-AC-10004568,90,4,0,-1
CA-2016-123050,"2016-04-04","2016-04-08",Second Class,BC-11125,Home Office,12180,TEC-AC-10001109,90,3,0,38
CA-2015-140221,"2015-03-05","2015-03-09",Second Class,MS-17365,Consumer,60653,OFF-AP-10000828,181,5,1,-471
CA-2016-118101,"2016-06-26","2016-06-26",Same Day,SN-20560,Home Office,48066,OFF-PA-10000357,369,9,0,181
CA-2017-121790,"2017-01-30","2017-02-06",Standard Class,LP-17095,Consumer,60505,OFF-SU-10004231,32,4,0,3
CA-2015-154284,"2015-12-21","2015-12-26",Second Class,SZ-20035,Home Office,60174,FUR-FU-10003039,52,3,1,-34
US-2015-158911,"2015-07-05","2015-07-11",Standard Class,RS-19765,Corporate,28205,FUR-FU-10003829,5,2,0,1
US-2017-167318,"2017-07-26","2017-08-01",Standard Class,GZ-14545,Corporate,90036,FUR-CH-10000665,362,3,0,45
CA-2017-133620,"2017-11-13","2017-11-18",Standard Class,EM-14065,Consumer,10009,OFF-ST-10004634,11,1,0,3
CA-2017-103478,"2017-07-21","2017-07-24",Second Class,KL-16555,Corporate,60505,OFF-BI-10004224,94,7,1,-165
CA-2017-118577,"2017-10-06","2017-10-11",Standard Class,XP-21865,Consumer,7109,OFF-PA-10004888,6,1,0,3
US-2015-115238,"2015-04-30","2015-05-04",Standard Class,JW-15220,Corporate,1841,FUR-FU-10002960,31,5,0,13
CA-2017-132199,"2017-05-03","2017-05-08",Standard Class,BO-11350,Corporate,19134,FUR-TA-10003748,373,5,0,-112
CA-2016-163174,"2016-08-26","2016-08-30",Standard Class,XP-21865,Consumer,30605,FUR-FU-10000308,187,3,0,41
CA-2015-162964,"2015-11-12","2015-11-18",Standard Class,MF-18250,Corporate,77095,OFF-PA-10003349,16,3,0,6
CA-2016-145135,"2016-11-26","2016-11-28",First Class,CD-12790,Home Office,6484,TEC-AC-10003447,60,3,0,15
CA-2016-147109,"2016-12-17","2016-12-21",Standard Class,AH-10075,Corporate,76017,TEC-AC-10002942,166,3,0,-6
CA-2016-137652,"2016-08-28","2016-08-30",First Class,EB-13750,Corporate,45231,OFF-BI-10004099,18,8,1,-12
US-2014-127635,"2014-09-14","2014-09-18",Second Class,SC-20260,Corporate,78415,OFF-BI-10001721,9,2,1,-14
CA-2014-108861,"2014-05-28","2014-06-01",Standard Class,MM-17260,Consumer,98105,OFF-BI-10003876,137,4,0,51
CA-2017-114370,"2017-03-14","2017-03-17",Second Class,BN-11470,Corporate,60623,TEC-PH-10000213,50,2,0,5
CA-2017-125451,"2017-10-23","2017-10-24",First Class,AH-10075,Corporate,2920,OFF-PA-10003724,43,8,0,21
US-2017-118556,"2017-05-28","2017-06-02",Second Class,TH-21235,Corporate,60653,OFF-BI-10004364,4,3,1,-6
US-2017-132031,"2017-04-23","2017-04-27",Standard Class,PN-18775,Home Office,37042,FUR-BO-10001972,387,4,0,-15
US-2017-132031,"2017-04-23","2017-04-27",Standard Class,PN-18775,Home Office,37042,FUR-FU-10000193,78,3,0,-12
US-2017-118535,"2017-02-11","2017-02-15",Standard Class,DJ-13510,Corporate,10024,OFF-LA-10001297,21,2,0,10
CA-2017-142391,"2017-09-24","2017-09-24",Same Day,PB-19150,Consumer,98115,FUR-FU-10002759,200,10,0,72
CA-2017-124716,"2017-03-27","2017-03-31",Standard Class,BD-11560,Home Office,93727,OFF-PA-10000859,12,3,0,6
CA-2014-169061,"2014-03-05","2014-03-08",Second Class,AB-10150,Consumer,10701,OFF-AR-10000588,60,3,0,15
CA-2014-169061,"2014-03-05","2014-03-08",Second Class,AB-10150,Consumer,10701,TEC-AC-10002001,480,3,0,178
CA-2014-169061,"2014-03-05","2014-03-08",Second Class,AB-10150,Consumer,10701,OFF-PA-10001878,98,2,0,46
CA-2014-164903,"2014-02-20","2014-02-24",Standard Class,SR-20740,Home Office,90049,OFF-PA-10003363,13,2,0,6
CA-2016-156748,"2016-11-30","2016-12-06",Standard Class,BS-11755,Consumer,48227,OFF-PA-10000380,33,4,0,17
CA-2016-156748,"2016-11-30","2016-12-06",Standard Class,BS-11755,Consumer,48227,OFF-ST-10001370,497,7,0,25
CA-2016-156748,"2016-11-30","2016-12-06",Standard Class,BS-11755,Consumer,48227,FUR-CH-10000513,390,3,0,35
US-2014-163146,"2014-05-16","2014-05-20",Standard Class,CC-12475,Consumer,94122,TEC-AC-10002217,56,3,0,3
CA-2015-121132,"2015-07-17","2015-07-24",Standard Class,VB-21745,Corporate,77041,OFF-FA-10004248,14,4,0,3
CA-2016-134110,"2016-11-17","2016-11-18",First Class,BG-11035,Consumer,75056,OFF-PA-10000697,15,4,0,6
CA-2016-162390,"2016-12-06","2016-12-12",Standard Class,DP-13105,Corporate,11550,TEC-CO-10004202,480,2,0,90
CA-2014-130673,"2014-05-20","2014-05-22",Second Class,MC-17590,Corporate,78666,OFF-PA-10000289,10,2,0,4
CA-2014-151946,"2014-06-04","2014-06-09",Standard Class,BT-11440,Consumer,10035,FUR-FU-10002191,14,2,0,7
CA-2016-165918,"2016-09-10","2016-09-14",Standard Class,BD-11770,Consumer,98026,OFF-LA-10003720,7,2,0,3
CA-2015-164084,"2015-09-07","2015-09-12",Standard Class,AG-10525,Corporate,10011,OFF-BI-10000605,6,2,0,2
CA-2016-113341,"2016-11-25","2016-11-29",Standard Class,MH-17455,Consumer,90032,FUR-CH-10004698,194,3,0,19
CA-2014-142769,"2014-09-13","2014-09-13",Same Day,RP-19390,Consumer,98103,OFF-FA-10000840,6,5,0,3
CA-2014-142769,"2014-09-13","2014-09-13",Same Day,RP-19390,Consumer,98103,OFF-AP-10004785,23,2,0,10
CA-2015-131856,"2015-05-12","2015-05-17",Standard Class,JG-15160,Consumer,77041,OFF-PA-10001954,128,7,0,42
CA-2017-163265,"2017-02-16","2017-02-21",Standard Class,JS-16030,Consumer,62521,FUR-CH-10004063,601,3,0,-9
CA-2016-112739,"2016-09-02","2016-09-07",Second Class,RD-19810,Home Office,77070,TEC-AC-10001714,160,5,0,34
CA-2014-133634,"2014-11-05","2014-11-10",Standard Class,SR-20740,Home Office,22204,TEC-AC-10002550,48,3,0,16
CA-2016-144015,"2016-06-26","2016-06-26",Same Day,AH-10075,Corporate,90036,OFF-SU-10003505,232,2,0,12
CA-2015-133494,"2015-03-01","2015-03-05",Standard Class,RP-19390,Consumer,19120,OFF-AP-10002906,4,2,0,0
CA-2014-119144,"2014-11-16","2014-11-18",First Class,JD-16150,Corporate,90008,OFF-ST-10000991,345,3,0,10
CA-2017-148145,"2017-03-18","2017-03-23",Standard Class,SW-20275,Consumer,98115,OFF-AR-10003752,46,4,0,21
US-2017-131961,"2017-12-08","2017-12-11",First Class,MJ-17740,Consumer,19140,OFF-AR-10004441,13,4,0,4
US-2015-144771,"2015-10-02","2015-10-04",First Class,CK-12205,Consumer,97123,FUR-FU-10000629,11,1,0,3
CA-2017-128076,"2017-02-02","2017-02-07",Standard Class,BO-11350,Corporate,92105,FUR-FU-10000293,211,2,0,13
CA-2017-152198,"2017-09-09","2017-09-10",First Class,JD-16015,Consumer,43615,OFF-BI-10003669,5,3,1,-4
CA-2016-159891,"2016-01-31","2016-02-06",Standard Class,BF-11170,Home Office,30318,OFF-BI-10003527,1271,1,0,635
CA-2015-107083,"2015-11-21","2015-11-27",Standard Class,BB-11545,Corporate,76106,OFF-BI-10002194,8,5,1,-13
CA-2016-151148,"2016-09-12","2016-09-13",Same Day,PO-19180,Home Office,80027,TEC-PH-10001870,147,3,0,9
CA-2017-115882,"2017-09-14","2017-09-17",First Class,DB-13555,Corporate,27604,OFF-PA-10001125,74,3,0,23
CA-2016-116911,"2016-09-15","2016-09-20",Standard Class,JD-16150,Corporate,83301,FUR-TA-10003473,1128,3,0,260
CA-2017-145765,"2017-05-28","2017-06-02",Standard Class,CM-11815,Corporate,85023,TEC-AC-10000844,272,4,0,54
CA-2016-106397,"2016-07-07","2016-07-13",Standard Class,MJ-17740,Consumer,84057,OFF-PA-10003441,13,2,0,6
CA-2016-140935,"2016-11-10","2016-11-12",First Class,AB-10015,Consumer,73120,FUR-BO-10003966,342,2,0,55
CA-2016-113082,"2016-09-12","2016-09-16",Standard Class,MC-17590,Corporate,13501,FUR-FU-10002813,40,2,0,15
CA-2015-144274,"2015-11-23","2015-11-25",Second Class,PW-19240,Consumer,19805,TEC-PH-10003012,308,2,0,89
CA-2016-167983,"2016-08-21","2016-08-24",Second Class,RP-19270,Corporate,98115,OFF-BI-10003727,33,10,0,12
CA-2015-140718,"2015-07-02","2015-07-04",First Class,FA-14230,Corporate,27604,OFF-PA-10002250,9,2,0,3
US-2015-115343,"2015-09-22","2015-09-25",First Class,FO-14305,Consumer,19143,TEC-AC-10003832,618,3,0,-8
CA-2017-163671,"2017-12-24","2017-12-30",Standard Class,DP-13105,Corporate,83642,OFF-BI-10001679,21,3,0,8
CA-2015-125934,"2015-09-11","2015-09-18",Standard Class,SN-20560,Home Office,7501,OFF-LA-10000414,31,3,0,15
CA-2016-158260,"2016-11-04","2016-11-08",Standard Class,CC-12475,Consumer,92037,TEC-MA-10003176,686,2,0,77
US-2015-107944,"2015-03-23","2015-03-25",First Class,AM-10360,Corporate,90008,TEC-AC-10000736,240,3,0,86
CA-2014-107398,"2014-08-25","2014-08-30",Standard Class,BS-11590,Corporate,43229,OFF-BI-10001982,7,4,1,-5
CA-2015-111038,"2015-12-01","2015-12-06",Standard Class,LC-16960,Home Office,92037,FUR-CH-10003973,2677,9,0,268
CA-2016-167241,"2016-08-15","2016-08-22",Standard Class,BD-11320,Consumer,90004,OFF-PA-10004911,38,4,0,18
CA-2016-150483,"2016-05-31","2016-06-04",Standard Class,BP-11290,Consumer,62521,FUR-FU-10001379,32,3,1,-13
US-2016-144057,"2016-05-09","2016-05-13",Standard Class,CV-12805,Corporate,78745,OFF-ST-10001490,857,6,0,107
CA-2014-132983,"2014-04-28","2014-05-03",Standard Class,DS-13180,Corporate,14701,TEC-AC-10000736,160,2,0,58
CA-2016-168032,"2016-01-30","2016-02-03",Standard Class,DF-13135,Consumer,61107,TEC-PH-10004241,1440,4,0,144
US-2015-168704,"2015-04-13","2015-04-17",Standard Class,FP-14320,Consumer,77340,TEC-PH-10001061,240,3,0,18
CA-2017-130036,"2017-08-27","2017-08-27",Same Day,BP-11185,Corporate,19120,OFF-PA-10000528,13,3,0,4
CA-2016-159023,"2016-11-03","2016-11-05",First Class,NW-18400,Consumer,97206,TEC-MA-10003337,180,3,1,-252
CA-2014-128622,"2014-11-15","2014-11-17",Second Class,SC-20260,Corporate,94110,OFF-SU-10001574,11,3,0,3
CA-2017-150266,"2017-11-25","2017-11-30",Standard Class,RO-19780,Consumer,77070,OFF-AP-10002867,68,5,1,-180
CA-2016-157280,"2016-11-05","2016-11-07",First Class,LW-17125,Consumer,23464,FUR-FU-10003806,757,5,0,76
CA-2017-106691,"2017-11-06","2017-11-12",Standard Class,CC-12370,Consumer,77070,OFF-BI-10000145,1,2,1,-2
CA-2017-157469,"2017-12-02","2017-12-07",Standard Class,ES-14080,Corporate,44107,TEC-PH-10004531,151,2,0,-25
CA-2017-156622,"2017-11-23","2017-11-26",First Class,JP-15460,Corporate,75220,OFF-PA-10002923,78,2,0,29
CA-2015-123092,"2015-12-03","2015-12-07",Standard Class,JG-15115,Consumer,28540,TEC-PH-10001700,106,2,0,9
US-2017-139577,"2017-10-01","2017-10-06",Standard Class,TN-21040,Home Office,94110,TEC-AC-10004708,105,5,0,22
CA-2014-109043,"2014-08-15","2014-08-17",First Class,CS-12355,Consumer,33021,OFF-AP-10004708,152,5,0,17
CA-2017-122763,"2017-03-20","2017-03-20",Same Day,HG-14845,Consumer,77041,OFF-PA-10000474,57,2,0,19
CA-2015-102855,"2015-04-05","2015-04-06",Same Day,JF-15415,Consumer,99207,OFF-AR-10002467,24,8,0,6
CA-2017-107825,"2017-11-18","2017-11-18",Same Day,NB-18655,Corporate,53209,OFF-LA-10003720,7,2,0,3
CA-2017-106047,"2017-07-12","2017-07-18",Standard Class,CS-11860,Consumer,45014,OFF-PA-10000791,4,1,0,1
